document type;title;keywords;abstract;source db;year;doi;authors;url;affiliation countries;task facet;research facet;contribution facet;domain;entity extraction;relation extraction;attribute extraction;entity linking;entity alignment;relation linking;ontology construction;entity classification;relation classification;link prediction;triple classification;error detection;augmented language models;conversational interfaces;knowledge graph embedding;data-to-text generation;question generation;semantic search;machine translation;text analysis;text generation;question answering;natural language inference;semantic parsing;semantic similarity;text classification;text summarization;validation research;solution proposal;evaluation research;secondary research;opinion paper;technique;method;tool;resource;guidelines;health;scholarly domain;engineering;business;law;education;natural science;energy;social media;entertainment media;information technology;tourism;culture;news;agriculture;public sector;history;sports;food;social science;United States;Canada;Australia;Austria;Brazil;Bulgaria;China;Croatia;Denmark;Ecuador;Egypt;France;Georgia;Germany;Greece;Hong Kong;India;Iran;Ireland;Israel;Italy;Japan;South Korea;Lebanon;Mexico;Mongolia;Morocco;Netherlands;New Zealand;Niger;Nigeria;Norway;Portugal;Russian Federation;Singapore;Slovenia;Spain;Sweden;Switzerland;Taiwan;Thailand;United Kingdom;Vietnam;Europe
Conference Paper;constructing curriculum ontology and dynamic learning path based on resource description framework;"Curriculum; Education; Knowledge graph; Learning path; Linked data; Natural language processing; Ontology; Resource description framework";Curriculum for school is generated based on the academic year. Be-cause students have to study several subjects each and every year, the relative topics are put into curricula in discrete. In this study, we propose a method to construct a dynamic learning path which enables us to learn the relative topics continuously. In this process, we define two kinds of similarity score, inher-itance score and context similarity score to connect the learning path of relative topics. We also construct curriculum ontology with Resource Description Framework (RDF) to make the dynamic learning path accessible and to make education materials integrated with a suitable learning step. Using the curricu-lum ontology, we develop a learning system for school which shows a dynamic learning path with broadcasted video clips.;Scopus;2016;;Urakawa M., Miyazaki M., Fujisawa H., Naemura M., Yamada I.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992431083&partnerID=40&md5=2c828c4d4074e157a5bdbdcc256874a2;Japan;semantic search;solution proposal;tool;education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Conference Paper;knowledge graph based learning guidance for cybersecurity hands-on labs;"Cybersecurity; Knowledge graph; Laboratory";"Hands-on practice is a critical component of cybersecurity education. Most of the existing hands-on exercises or labs materials are usually managed in a problem-centric fashion, while it lacks a coherent way to manage existing labs and provide productive lab exercising plans for cybersecurity learners. With the advantages of big data and natural language processing (NLP) technologies, constructing a large knowledge graph and mining concepts from unstructured text becomes possible, which motivated us to construct a machine learning based lab exercising plan for cybersecurity education. In the research presented by this paper, we have constructed a knowledge graph in the cybersecurity domain using NLP technologies including machine learning based word embedding and hyperlink-based concept mining. We then utilized the knowledge graph during the regular learning process based on the following approaches: 1. We constructed a web-based front-end to visualize the knowledge graph, which allows students to browse and search cybersecurity-related concepts and the corresponding interdependence relations; 2. We created a personalized knowledge graph for each student based on their learning progress and status; 3.We built a personalized lab recommendation system by suggesting more relevant labs based on students' past learning history to maximize their learning outcomes. To measure the effectiveness of the proposed solution, we have conducted a use case study and collected survey data from a graduate-level cybersecurity class. Our study shows that, by leveraging the knowledge graph for the cybersecurity area study, students tend to benefit more and show more interests in cybersecurity area. © 2019 Copyright held by the owner/author(s). Publication rights licensed to ACM.";ACM;2019;10.1145/3300115.3309531;Deng Y., Lu D., Huang D., Chung C.-J., Lin F.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065997977&doi=10.1145%2f3300115.3309531&partnerID=40&md5=00a70d6ba705828ff40a685447a16c56;United States;"entity alignment; semantic search";solution proposal;tool;education;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Conference Paper;research on power equipment system of knowledge graph under electric energy in smart grid;"Data visualization; Electric power transmission networks; Graph Databases; Information management; Knowledge representation; Natural language processing systems; Query processing; Search engines; Hierarchical organizations; Implementation mechanisms; Man machine interface; Management platforms; NAtural language processing; Spatio-temporal data; Technical architecture; Technological innovation; Smart power grids";"In order to realize technological innovation in the electric power field, the article uses artificial intelligence, big data analysis and mining, knowledge graphs, natural language processing and other technologies to construct Chinese professional dictionaries and knowledge graphs in the electric power field. And on this basis, the thesis puts forward the technical architecture of a comprehensive energy service support system based on the concept of ""a picture of the power grid"", a spatiotemporal data management platform and a graph database query application implementation mechanism. Finally, research and design the visualization of the hierarchical organization of the data, use the association relationship between the data to organize the data into multi-topic classification and hierarchical organization, and provide a friendly interactive man-machine interface. © Published under licence by IOP Publishing Ltd.";Scopus;2021;10.1088/1755-1315/714/4/042034;Hu J., Zhang N., Shang Y., Yu J., Zhang W.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104186376&doi=10.1088%2f1755-1315%2f714%2f4%2f042034&partnerID=40&md5=14691d482b688ddd30b644dcb466fee3;China;"entity extraction; relation extraction";solution proposal;tool;energy;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Conference Paper;research on knowledge driven intelligent question answering system for electric power customer service;"electric power customer service; intelligent question answering system; knowledge engineering; knowledge graph";The electric power customer service domain-specific knowledge graph aims to describe the concepts, entities, events and their relationships in the electric power customer service business field, with a structured manner, and provide a more effective data organization, management, and cognitive ability for the customer service business. This paper proposes a method for constructing a knowledge graph in the field of electric customer service, and constructs a knowledge graph with over 15,000 entities and 20,000 relationships. Based on the knowledge graph, an intelligent question answering application architecture is designed, which consists of multiple functional modules such as dialogue process configuration, natural language processing, and business process processing. It provides more efficient and open knowledge retrieval services for the electric customer service business, and improves the intelligence level of customer service question answering. © 2021 Elsevier B.V.. All rights reserved.;ScienceDirect;2021;10.1016/j.procs.2021.04.072;Tan Y., Xu H., Wu Y., Zhang Z., An Y., Xiong Y., Wang F.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112502110&doi=10.1016%2fj.procs.2021.04.072&partnerID=40&md5=6c073248179211ee6bd5efa521d1e551;China;"entity extraction; attribute extraction; question answering; semantic search";solution proposal;method;energy;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Conference Paper;auxiliary decision technology and application of power grid fault disposal based on knowledge understanding of fault preplan;"auxiliary decision-making; fault disposal; fault preplan; knowledge graph; natural language processing";Combined with the characteristics of power grid fault disposal, auxiliary decision-making technology and implementation architecture of power grid fault disposal that based on knowledge understanding of fault preplan are proposed. Natural language processing technology is used to structurally extract key information of the fault disposal preplan. On this basis, a fault disposal knowledge graph is established. The method can realize the intelligent decision-making and disposal of faults by online retrieving, matching knowledge graph information of real-time faults, automatically extracting key information of fault disposal, and automatic analysis and control navigation of disposal task. The application example shows that the proposed method can realize information extraction, system mapping, knowledge retrieval and construction of fault disposal platform based on fault disposal preplan. This method can effectively reduce the fault disposal pressure and improve fault disposal efficiency and intelligent level. © 2020 IEEE.;IEEE;2020;10.1109/icpre51194.2020.9233245;Bo W., Jian N., Mei D.Z., Yong Z., Shan X., Changming J., Zhe Z., Tingxiang L., Yiming Z.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096647988&doi=10.1109%2fICPRE51194.2020.9233245&partnerID=40&md5=be648fec858e03b69701fb8765afc12e;China;"entity extraction; relation extraction; semantic search";solution proposal;method;energy;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Conference Paper;visual analysis and mining of knowledge graph for power network data based on natural language processing;"data mining; knowledge graph; Natural language processing; power network; visual analysis";Visual analysis and mining of knowledge graph for power network data based on the natural language processing is proposed in this study. Intelligent substation, through the main equipment intelligence, the primary system modularization, the secondary system integration, the communication system network, realizes the remote centralized control to the substation operation adjustment and the electrical operation 'one-click' automatic completion. Hence, this paper has 2 core novelties. (1) Under the premise of big data in the power grid, the types, sources, access methods, storage methods and other attributes of the data itself are complex. How to realize the effective data management through visualization of the data itself is one of the important application scenarios. (2) Comprehensive perception refers to not only visualization of the power grid, but also deep perception of the internal operating conditions, and scenario simulation through simulation calculations, assisting analysis and decision-making, and realizing state optimization adjustments. The experimental results have proven the effectiveness. © 2020 IEEE.;IEEE;2020;10.1109/iccmc48092.2020.iccmc-00077;Zhao L., Zhao Z., Xu H., Zhang Y., Xu Y.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084660309&doi=10.1109%2fICCMC48092.2020.ICCMC-00077&partnerID=40&md5=aac16f7e9eb46623567ae79e224b52a8;China;"entity extraction; relation extraction; semantic search";solution proposal;method;energy;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Conference Paper;an intelligent question answering system based on power knowledge graph;"Natural language processing;knowledge graph;ontology schema;intelligent reasoning;intelligent question answering system";The intelligent question answering (IQA) system can accurately capture users' search intention by understanding the natural language questions, searching relevant content efficiently from a massive knowledge-base, and returning the answer directly to the user. Since the IQA system can save inestimable time and workforce in data search and reasoning, it has received more and more attention in data science and artificial intelligence. This article introduced a domain knowledge graph using the graph database and graph computing technologies from massive heterogeneous data in electric power. It then proposed an IQA system based on the electrical power knowledge graph to extract the intent and constraints of natural interrogation based on the natural language processing (NLP) method, to construct graph data query statements via knowledge reasoning, and to complete the accurate knowledge search and analysis to provide users with an intuitive visualization. This method thoroughly combined knowledge graph and graph computing characteristics, realized high-speed multi-hop knowledge correlation reasoning analysis in tremendous knowledge. The proposed work can also provide a basis for the context-aware intelligent question and answer.;IEEE;2021;10.1109/pesgm46819.2021.9638018;"Y. Tang; H. Han; X. Yu; J. Zhao; G. Liu; L. Wei";https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9638018;China;question answering;solution proposal;tool;energy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Conference Paper;application prospect of knowledge graph technology in knowledge management of oil and gas exploration and development;"analogy and intelligent prediction; exploration and development; intelligent question and answer; knowledge graph; knowledge management; knowledge push; semantic search";A large number of research reports have been produced during the exploration and development of oil and gas. Traditional relational database-based information management systems and keyword-based information retrieval systems cannot effectively analyze, organize, and utilize the knowledge in these research reports. knowledge graph use machine learning, natural language processing, semantic search and other technologies to extract knowledge from multi-source heterogeneous knowledge carriers and build a graphical knowledge base. Knowledge management systems designed for oil and gas exploration and development, semantic search and knowledge Push, smart question and answer, analogy and intelligent prediction. © 2019 IEEE.;IEEE;2019;10.1109/icaibd.2019.8837003;Guan Q., Zhang F., Zhang E.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073189711&doi=10.1109%2fICAIBD.2019.8837003&partnerID=40&md5=0255cd4adc82365620a9de58b5a8132d;China;"entity extraction; relation extraction; entity linking; semantic search";solution proposal;tool;energy;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Journal Article;petrokg: construction and application of knowledge graph in upstream area of petrochina;"knowledge graph; natural language processing; oil and gas industry";There is a large amount of heterogeneous data distributed in various sources in the upstream of PetroChina. These data can be valuable assets if we can fully use them. Meanwhile, the knowledge graph, as a new emerging technique, provides a way to integrate multi-source heterogeneous data. In this paper, we present one application of the knowledge graph in the upstream of PetroChina. Specifically, we first construct a knowledge graph from both structured and unstructured data with multiple NLP (natural language progressing) methods. Then, we introduce two typical knowledge graph powered applications and show the benefit that the knowledge graph brings to these applications: compared with the traditional machine learning approach, the well log interpretation method powered by knowledge graph shows more than 7.69% improvement of accuracy. © 2020, Institute of Computing Technology, Chinese Academy of Sciences.;Scopus;2020;10.1007/s11390-020-9966-7;Zhou X.-G., Gong R.-B., Shi F.-G., Wang Z.-F.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085188751&doi=10.1007%2fs11390-020-9966-7&partnerID=40&md5=b37619827a8a9eab96d99350c864143e;China;"entity extraction; relation extraction; entity linking; semantic search";evaluation research;tool;energy;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Conference Paper;relation extraction of chinese fundamentals of electric circuits textbook based on cnn;"Chinese fundamentals of electric circuits; Convolutional neural network; Relation extraction";Deep neural network has been widely used in a variety of natural language processing (NLP) tasks nowadays. As one of the most import research areas, entity relation extraction applies usual recurrent neural networks (RNNs) and convolutional neural networks (CNNs) and has achieved good results. Most relation extraction tasks are about public and general datasets, they are usually natural languages or daily conversations, and have millions of samples, very few relates to small corpus in a specific field. We hope to construct a knowledge graph about Chinese fundamentals of electric circuits textbook for beginners. The knowledge graph shows students knowledge navigation and consists of important concepts about this field and logical relationships between them. To achieve the goal, the first step is to ensure entities and extract entity relationships from raw corpus automatically. In this paper, a relation extraction dataset is built from Chinese fundamentals of electric circuits textbook artificially and research the relation extraction performance of improved position-enhanced CNN model on this task. The experiment result validates the effectiveness of CNN on specific Chinese small corpus relation extraction task. © 2019 IEEE.;IEEE;2019;10.1109/itnec.2019.8729144;Li Y., Chen X., Bao Y., Guo D., Huang X.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067892226&doi=10.1109%2fITNEC.2019.8729144&partnerID=40&md5=73dd4cf34e78a979c2a19cc7decce786;China;relation extraction;solution proposal;technique;engineering;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Conference Paper;a framework for a comprehensive conceptualization of urban constructs;"Case-based reasoning (cbr) and case-based design (cbd); Deep neural network for structuring kg; Domain-specific knowledge graph of urban qualities; Natural language processing and comprehensive understanding of urban constructs; Urban cognition and design creativity";Analogy is thought to be foundational for designing and for design creativity. Nonetheless, practicing analogical reasoning needs a knowledge-base. The paper proposes a framework for constructing a knowledge-base of urban constructs that builds on an ontology of urbanism. The framework is composed of two modules that are responsible for representing either the concepts or the features of any urban constructs' materialization. The concepts are represented as a knowledge graph (KG) named SpatialNet, while the physical features are represented by a deep neural network (DNN) called SpatialFeaturesNet. For structuring SpatialNet, as a KG that comprehensively conceptualizes spatial qualities, deep learning applied to natural language processing (NLP) is employed. The comprehensive concepts of SpatialNet are firstly discovered using semantic analyses of nine English lingual corpora and then structured using the urban ontology. The goal of the framework is to map the spatial features to the plethora of their matching concepts. The granularity ànd the coherence of the proposed framework is expected to sustain or substitute other known analogical, knowledge-based, inspirational design approaches such as case-based reasoning (CBR) and its analogical application on architectural design (CBD). © 2020 and published by the Association for Computer-Aided Architectural Design Research in Asia (CAADRIA), Hong Kong.;Scopus;2020;;Ezzat M.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091286980&partnerID=40&md5=6481b239274ce5a522c91a20a662588e;Egypt;"natural language inference; ontology construction";solution proposal;method;engineering;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Journal Article;integrating and navigating engineering design decision-related knowledge using decision knowledge graph;"Decision support; Design; Knowledge graph; Navigation; Searching";Designers are usually facing a problem of finding information from a huge amount of unstructured textual documents in order to prepare for a decision to be made. The major challenge is that knowledge embedded in the textual documents are difficult to search at a semantic level and therefore not ready to support decisions in a timely manner. To address this challenge, in this paper we propose a knowledge-graph-based method for integrating and navigating decision-related knowledge in engineering design. The presented method is based on a meta-model of decision knowledge graph (mDKG) that is grounded in the compromise Decision Support Problem (cDSP) construct which is used by designers as a means to formulate design decisions linguistically and mathematically. Based on the mDKG, we propose a procedure for automatically converting word-based cDSPs to knowledge graph through natural language processing, and a procedure for rapidly and accurately navigating decision-related knowledge through divergence and convergence processes. The knowledge-graph-based method is verified using the textual data from the supply chain design domain. Results show that our method has better performance than the conventional keyword-based searching method in terms of both effectiveness and efficiency in finding the target knowledge. © 2021;ScienceDirect;2021;10.1016/j.aei.2021.101366;Hao J., Zhao L., Milisavljevic-Syed J., Ming Z.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111263006&doi=10.1016%2fj.aei.2021.101366&partnerID=40&md5=e05d292e5b9c4805f77d8c0e525b720a;China, United Kingdom;"entity extraction; relation extraction; semantic search";solution proposal;method;engineering;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
Conference Paper;cross-domain knowledge discovery based on knowledge graph and patent mining;"Cross-Domain; Knowledge Graph; Natural Language Process (NLP); Patent Mining";This paper studies an approach on cross-domain knowledge discovery to assist the conceptual stage of the design process related to mechanical engineering. Variable methods and tools are proposed to obtain knowledge within a given domain until now. However, methods on cross-domain knowledge analysis is under-developed. In this paper, domain knowledge graph is built automatically by employing natural language process (NLP) and patent mining. They comprise patent documents obtaining and knowledge extraction. Then according to the international patent classification (IPC), the knowledge elements are divided to some different categories. The elements are stored in Databases and then the given domain knowledge graph is constructed after correlation analyses. The cross-domain knowledge surrounding the given domain knowledge is found by mining the correlation among cross-domain knowledge. The cross-domain knowledge can inspire designers about new design of a given domain. And the efficiency of knowledge reusing can be improved by domain knowledge graphs. © Published under licence by IOP Publishing Ltd.;Scopus;2021;10.1088/1742-6596/1744/4/042155;Ye F., Fu T., Gong L., Gao J.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102170953&doi=10.1088%2f1742-6596%2f1744%2f4%2f042155&partnerID=40&md5=416fe466f6049e5cb4c4502d6f358877;China;entity extraction;solution proposal;method;engineering;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Journal Article;a heuristic grafting strategy for manufacturing knowledge graph extending and completion based on nature language processing: knowtree;"heuristic grafting strategy (HGS); Knowledge graph extending and completion; NLP";Applied to search, question answering, and semantic web of close-or-open domain, knowledge graph (KG) is known for its incompleteness subject to the rapid knowledge growing pace. Inspired by the agricultural grafting technology to fruit variety, this paper proposes a heuristic knowledge grafting strategy (HGS) for manufacturing knowledge graph (MKG) named KnowTree extending and completion with natural language processing (NLP) mining engineering cases document. Based on similarity analysis, firstly the grafting related definitions and mechanisms (completeness, relatedness, connectivity and reutilization) are defined. Then, focused on the four mechanisms, HGS takes a pair same engineering documents as input. KnowWords is built as a collection of KnowScion, and each scion is mined from engineering documents based on the SAO structure network, whose importance is evaluated by SAORank counting the in-out degree of centrality. On another hand, the KnowRoot system is designed based on the extended P S ontology model to characterize the structure of abstract document into four sub-space of knowledge: know-what (problem), know-why (context), know-how (solution) and know-with (result), where a pre-trained language representation model K-BERT is used to classify the KnowScion candidates into the designed KnowRoot system with a fine-tuning classification task. In the knowledge grafting process, the connection unit is constructed based on the extracted domain knowledge triples of the K-BERT model, where the head element of a triple is from the KnowScion candidate set KnowWords satisfying the threshold value, the tail element is from the domain MKG to be extended, and a connection factor is used to evaluate the relationship of union combination. To the goal of knowledge reuse, the path based reasoning rules are designed for KnowTree reutilization. Finally, take the latest engineering case abstract (ECA) in whitegoods domain as resources, a case study is conducted to validate the proposed HGS strategy. © 2013 IEEE.;IEEE;2021;10.1109/access.2021.3092019;He L., Dong B., Jiang P.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112701844&doi=10.1109%2fACCESS.2021.3092019&partnerID=40&md5=8962f4344fb4181f1aedae10d9802f83;China, United States;"entity classification; link prediction";validation research;method;engineering;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Conference Paper;ba-ikg: bilstm embedded albert for industrial knowledge graph generation and reuse;"entity relation extraction; industrial knowledge graph; knowledge modeling; knowledge question and answer";As the industrial production mode is shifting towards digitalization and intelligence in the new era. Enterprises put forward higher requirements for efficient processing and utilization of accumulated unstructured data. At present, the knowledge and data contained in a large number of unstructured documents are scattered. The types of entities and relationships are diverse. And the constraints of production rules are complicated, which increases the difficulty of knowledge management and utilization. Therefore, this paper studies the semantic knowledge graph generation and reuse method for industrial documents, which can form standardized production resources, the knowledge related to the industry, and question and answer strategies for industrial processing. The challenge of the research is to explore a feasible process knowledge model and efficient industrial information extraction method to effectively provide structured knowledge of process documents. We build process knowledge representation models and information extraction models and algorithms based on process knowledge representation model and natural language processing. The entities and relations of the main production factors are extracted. The knowledge representation model associates the extracted entities and relations to form an industrial knowledge graph, which provides information support for processing knowledge retrieval and question answering methods. Finally, the approach is evaluated by employing the aerospace machining documents. And the proposed method can obtain valuable information in the document and improve utilization of industrial unstructured data. © 2020 IEEE.;IEEE;2020;10.1109/indin45582.2020.9442198;Zhou B., Bao J., Liu Y., Song D.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111099965&doi=10.1109%2fINDIN45582.2020.9442198&partnerID=40&md5=e4d4bd82a21597be8e27caab0a594a33;China;"entity extraction; relation extraction; semantic search; question answering";solution proposal;method;engineering;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Conference Paper;robotic task oriented knowledge graph for human-robot collaboration in disassembly;"Human-robot collaboration; Knowledge base; Knowledge graph; Product disassembly";Traditional disassembly methods, such as manual and robotic disassembly, are no longer competent for the requirement of the complexity of the disassembly product. Therefore, the human-robot collaboration concept can be introduced to realize a novel disassembly system, towards increasing the flexibility and adaptability of them. In order to facilitate the efficient and smooth human-robot collaboration in disassembly, it is necessary to make the disassembly system more intelligent. In this paper, a robotic knowledge graph is proposed to provide an assistant for those who lack the relevant knowledge to complete the disassembly task. By natural language processing method, this paper extracts entities and relationships from the disassembly data to build a knowledge base in the form of knowledge graph. Combining graph-based knowledge representation, a prototype system is developed for human to acquire, analyze and manage the disassembly knowledge. Finally, a case study demonstrates that the proposed robotic knowledge graph has savings in terms of disassembly time, idle time and human workload, and it can be applied to assist human operator in disassembly by providing human and robots with various kinds of the needed knowledge. © 2019 The Authors. Published by Elsevier B.V.;ScienceDirect;2019;10.1016/j.procir.2019.03.121;Ding Y., Xu W., Liu Z., Zhou Z., Pham D.T.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070543962&doi=10.1016%2fj.procir.2019.03.121&partnerID=40&md5=2a1848df6af97ba412de051e321de965;China, United Kingdom;"entity extraction; relation extraction";solution proposal;tool;engineering;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
